,Positive,Neutral,Negative
0,19,"Google trend searches for ""coronavirus symptoms” is a good indicator of market sentiment so far ",6
1,Tesla shrugged off coronavirus-related problems and posted a profitable first quarter. ,"It is more important than ever to get the flu vaccine. Raising the level of community immunity to seasonal influenza may not reduce the spread of the coronavirus, but it will reduce the odds of being inundated by two outbreaks at once... ","#Spain’s #coronavirus death toll rose by four on Saturday to 27,125, the Health Ministry said, reflecting a dramatic decline in daily fatalities in recent weeks as the country brings the outbreak under control. "
2,BBC News - Coronavirus: Wild animals enjoy freedom of a quieter world ,What We Don’t Know About the Coronavirus https://www.newyorker.com/science/medical-dispatch/what-we-dont-know-about-covid-19?utm_source=twitter&amp;utm_medium=social&amp;utm_campaign=onsite-share&amp;utm_brand=the-new-yorker&amp;utm_social-type=earned via @NewYorker,"RT @YayathiPuru: Bad messaging in #COVID19 , is adding to the death rate. When the infection was communalised for votes, during the #Tablig…"
3,The #PremierLeague’s planned restart on June 17 received a further boost on Saturday when the latest batch of novel #coronavirus tests produced no positive results. ,When your at PF Changs and the chef starts coughing #coronavirus ,"RT @timesofindia: Loss of smell, taste added to list of Covid-19 symptoms by govt

The decision was taken after the issue was discussed at…"
4,#Humanity should never allow a repeat of same mistake in 1918. #COVID19 #pakistani #KuwaitUrduNews #coronavirus #socialdistancing #foryou https://www.instagram.com/p/CA04HFHAlhB/?igshid=jt850vykmewn,WHO: Coronavirus - questions and answers (Q&amp;A) https://youtu.be/OZcRD9fV7jo via @YouTube,RT @SAfridiOfficial: I’ve been feeling unwell since Thursday; my body had been aching badly. I’ve been tested and unfortunately I’m covid p…
5,You can track corona virus via this site. https://gisanddata.maps.arcgis.com/apps/opsdashboard/index.html#/bda7594740fd40299423467b48e9ecf6,How to prevent the spread of #coronavirus (#COVID19) in a workplace by @WHO ,RT @ians_india: The Health Ministry (@MoHFW_INDIA) has added symptoms of loss of smell and taste (anosmia &amp; ageusia) in the clinical manage…
6,"This coronavirus was found on door knob and mic etc in china.
Its gonna be scary how he touched that blood clotted tissue.",How to prevent the spread of #coronavirus (#COVID19) in a workplace by @WHO http://bit.ly/2T0Ggim ,"WHO says new China coronavirus could spread, warns hospitals worldwide.. 

World on alert for potential spread of new SARS-like virus found in #China, can't rule out new virus spreading between humans.. https://www.instagram.com/p/B7WIv_5pDDB/?igshid=1f26d2eluo89q …"
7,corona virus is the only original thing china produced,"Transportation shut down in city where new coronavirus originated

 https://www.ranzware.com/2020/01/23/transportation-shut-down-in-city-where-new-coronavirus-originated …
#Tech #Technews #Ranzware","Coronavirus reaches the US: Everything we know about the deadly virus – CNET

 https://www.ranzware.com/2020/01/22/coronavirus-reaches-the-us-everything-we-know-about-the-deadly-virus-cnet …
#Tech #Technews #Ranzware"
8,"834 recover from coronavirus in Kuwait, total 25,882

#Kuwait #coronavirusupdate #coronavirus #coronaviruskuwait 

https://t.co/hF7NIZAcaG","All of the updates on the new coronavirus
https://www.ranzware.com/2020/01/25/all-of-the-updates-on-the-new-coronavirus …
#Tech #Technews #Ranzware","RT @wef: COVID-19 could push 100 million people into extreme poverty, says World Bank https://t.co/Yv6eFmcgAq #coronavirus #poverty https:/…"
9,"#coronavirus lockdown eases further with 'support bubbles' aimed at relieving social isolation
The new rule is a we… https://t.co/hlbVeFrIYx","While the CDC has screened more than 30,000 passengers in the past month, not a single US #coronavirus case has been caught by airport temperature checks. pic.twitter.com/rFL74Tk95c",
10,"#Kuwait MOH confirms recovery of 834 #Coronavirus patients total at 25,882 🇰🇼 https://t.co/vHZh3Cplpl","Firm measures taken to combat spread of coronavirus in Kuwait
http://www.arabtimesonline.com/news/firm-measures-taken-to-combat-spread-of-coronavirus-in-kuwait/ …
#Kuwait #Coronavirus pic.twitter.com/oCOz74NEQn",
11,"RT @arabtimeskuwait: 834 recover from coronavirus in Kuwait, total 25,882

#Kuwait #coronavirusupdate #coronavirus #coronaviruskuwait 

htt…","RT @ShamikaRavi: I've been asked about lessons from New Zealand's #COVID19 experience for India:
1) Having a scientific temperament - the o…",
12,"#Kuwait MOH confirms recovery of 834 #Coronavirus patients on Saturday, total at 25,882 .. #الكويت https://t.co/O23URDReLf","RT @CanadianPM: Watch live: Prime Minister Justin Trudeau addresses Canadians on the #COVID19 situation from Rideau Cottage, in Ottawa. htt…",
13,"RT @CISFHQrs: We express our humble gratitude to renowned actor Shri 
@Mohanlal for his kind words of encouragement motivating #CISF person…","RT @timesofindia: ANI quotes Balkrishna, CEO Patanjali: We appointed a team of scientists after #COVID19 outbreak. Firstly, simulation was…",
14,RT @Haman_Ten: Iranian drug #ReciGen has been successful in treating 172 #COVID19 with 100% success (in combination with antiviral therapy)…,RT @SaeedGhani1: My son Usman’s painting on #Covid19. Globe wearing mask to avoid virus. https://t.co/zQ90BwN8EG,
15,"RT @Tejasvi_Surya: The only CM in India today who can start his weekend with a breakfast at MTR - city’s most famous joint. 

Sri @BSYBJP’s…","RT @NationalistAkku: Big Breaking - #ShahidAfridi has been tested #COVID19 positive ..

  👇😫                             👇😳😂 https://t.co/A…",
16,"RT @HundrEDorg: When designing plans for #onlinelearning, districts must focus on:
1. Equitable infrastructure
2. Active learning content
3…","3 months of isolation.
Still have food on our table.
No sick on family.
Thank you lord. #الحمدالله #كورونا… https://t.co/y5lJtHkEVa",
17,May Allah give you health ... I prey for fast recovery,RT @ANI: Maharashtra has capacity to test 38000 samples per day for #COVID19 but only 14000 tests are conducted. Mumbai has capacity to tes…,
18,"RT @CMShehbaz: My heartfelt prayers &amp; best wishes for your quick recovery. Allah's grace, prayers of the people &amp; determination are key to…","RT @tntjho: #TNTJOnlineProtest on 15th June 10:30 to 10:45 AAM to #BringBackTNExpats Stranded across the globe due to #COVID19 

@thiruja @…",
19,RT @KhawajaMAsif: Prayers and best wishes for speedy recovery..  Ameen,Coronavirus is the answer to declining birth rates ,
20,I’ll probably catch the corona virus before I catch feelings tbh!,,
